Id,Sales
6854,5388.245417089118
7710,5394.630581792507
8566,5417.706962955732
9422,4582.584122620892
10278,4582.584122620892
11134,5914.1056272530295
11990,5911.067360993636
12846,5892.592766267255
13702,6587.773051915085
14558,7296.423764446768
15414,4477.698670451897
16270,4477.698670451897
17126,5626.836694251846
17982,5494.985666017153
18838,5494.985666017153
19694,5501.49731977535
20550,5511.607847598081
21406,4477.698670451897
22262,4477.698670451897
23118,5880.248180704837
23974,5885.465545066945
24830,5893.685897952461
25686,6572.838990382128
26542,7309.729604402136
27398,4492.958805904171
28254,4492.958805904171
29110,5626.836694251846
29966,5499.4008638982405
30822,5499.4008638982405
31678,5505.917749742847
32534,5516.036401332179
33390,4523.783917047697
34246,4523.783917047697
35102,5898.757531756412
35958,5910.283060666579
36814,5918.538076695462
37670,6648.9752712182735
38526,7327.511909787324
39382,4614.356821897723
40238,4614.356821897723
7,7689.631279909349
863,8587.611096908604
1719,8475.975427784899
2575,9252.33907568295
3431,5770.813607894991
4287,5770.813607894991
5143,6829.850294259042
5999,6565.798778698225
6855,6661.472444237554
7711,6586.972883727706
8567,6756.2823549590075
9423,5778.989754965398
10279,5778.989754965398
11135,7642.235137674605
11991,7734.626194125293
12847,8692.796007250428
13703,8587.239375516443
14559,9511.699674674044
15415,5760.149900961904
16271,5760.149900961904
17127,6827.461872623222
17983,6574.421898053782
18839,6664.74797339508
19695,6616.631799404783
20551,6782.875977197828
21407,5605.558296906628
22263,5605.558296906628
23119,7768.505143362363
23975,7916.962269863344
24831,8120.888795382889
25687,7968.279325412772
26543,9512.507947922268
27399,5474.821074667532
28255,5474.821074667532
29111,6702.424097492213
29967,6517.782298514135
30823,6645.58641615259
31679,6593.350918790725
32535,6808.13988554783
33391,5438.815456014902
34247,5438.815456014902
35103,7776.341260914843
35959,7924.9481366240925
36815,8107.487809324318
37671,7958.991653042938
38527,9818.513857037618
39383,5453.394610390241
40239,5453.394610390241
8,8324.605650483489
864,8688.612574499166
1720,9512.07312263065
2576,11032.056738998544
3432,4697.959889018477
4288,6030.470017907962
5144,6034.714878332732
6000,6142.118168024604
6856,6153.768723813245
7712,6146.244012466094
8568,6228.1266770814655
9424,4848.895442259892
10280,6023.408706245468
11136,8319.815509474123
11992,8368.892606996102
12848,8764.780391543485
13704,9591.395544815272
14560,11095.464136246583
15416,5383.926318998947
16272,6048.814032137156
17128,6060.075986537234
17984,6130.9934389696955
18840,6142.622893035293
19696,6135.111810598018
20552,6232.06445033551
21408,5452.93270602694
22264,6031.050315388071
23120,8359.004298897673
23976,8424.79690771708
24832,8738.775936147445
25688,9358.678224124158
26544,11075.315085368095
27400,5708.687069890217
28256,6023.416243312997
29112,6034.63091096593
29968,6130.585202059977
30824,6142.213881769438
31680,6134.703299463359
32536,6231.649483534838
33392,6019.408092461379
34248,6023.416243312997
35104,8355.391751855774
35960,8421.155926798863
36816,8721.607037065798
37672,9340.028229388097
38528,11092.46920931961
39384,6058.689002330299
40240,6029.743778047378
9,6313.940433246306
865,6520.558828523584
1721,6449.3979029857255
2577,7620.69716860749
3433,4387.262911985934
4289,4387.262911985934
5145,4086.139528732436
6001,3720.255842235615
6857,3697.4592012657054
7713,3724.661126032935
8569,3748.848451996953
9425,4387.262911985934
10281,4387.262911985934
11137,6435.057222456033
11993,6223.822330432188
12849,6498.166674246212
13705,6476.981530869029
14561,7639.157636524954
15417,4375.133831925995
16273,4375.133831925995
17129,4086.139528732436
17985,3802.7403553830745
18841,3788.966482978641
19697,3810.156203141884
20553,3803.8855779300734
21409,4385.657086447123
22265,4385.657086447123
23121,6477.564000853986
23977,6286.530010132692
24833,6571.145028273315
25689,6512.498906475982
26545,7624.604086508083
27401,4393.025839795848
28257,4393.025839795848
29113,4086.139528732436
29969,3814.3919189837893
30825,3800.5758435532875
31681,3812.8301150229872
32537,3806.5550891781413
33393,4429.208847754572
34249,4429.208847754572
35105,6438.398916068653
35961,6248.519967959454
36817,6544.353257253622
37673,6512.498906475982
38529,7606.0491669180155
39385,4428.841863728753
40241,4428.841863728753
10,5879.916948305714
866,5929.600585833814
1722,6260.987316333205
2578,7699.95783320208
3434,3524.1417469199732
4290,3524.1417469199732
5146,4786.031955170227
6002,4683.725734542606
6858,4685.480599746995
7714,4684.038803033415
8570,4864.084219942079
9426,3524.1417469199732
10282,3524.1417469199732
11138,5879.916948305714
11994,5879.916948305714
12850,5929.600585833814
13706,6260.987316333205
14562,7685.983184838116
15418,3524.1417469199732
16274,3524.1417469199732
17130,4781.826597063662
17986,4679.610270172292
18842,4681.363593423623
19698,4679.923063578202
20554,4862.186208207329
21410,3520.9453215460208
22266,3520.9453215460208
23122,5879.916948305714
23978,5879.916948305714
24834,5929.600585833814
25690,6260.987316333205
26546,7692.741196907926
27402,3520.9453215460208
28258,3520.9453215460208
29114,4779.436254263131
29970,4677.2710233402495
30826,4679.023470139135
31682,4677.583660386766
32538,4848.985494225906
33394,3520.9453215460208
34250,3520.9453215460208
35106,5884.94057101186
35962,5884.94057101186
36818,5934.666656732988
37674,6260.987316333205
38530,7644.759891279885
39386,3520.9453215460208
40242,3520.9453215460208
11,7632.6934234094015
867,7628.481730557313
1723,7850.885245568699
2579,9422.704100534536
3435,3784.947335230556
4291,5920.927596543412
5147,6036.837018108305
6003,5846.116008477302
6859,5846.116008477302
7715,5846.116008477302
8571,5839.521607235527
9427,3891.8459807686313
10283,5923.98998805148
11139,7732.7264011371135
11995,7642.493797718154
12851,7638.2766970547045
13707,7850.885245568699
14563,9571.254577917574
15419,4131.559472186691
16275,5916.295771223486
17131,6027.511232963272
17987,5850.436237543106
18843,5850.436237543106
19699,5850.436237543106
20555,5843.836963095963
21411,4126.953849115866
22267,5916.295771223486
23123,7940.71584468961
23979,7877.473910665904
24835,7877.513089157259
25691,7989.919599183529
26547,9571.254577917574
27403,4255.919920902441
28259,5936.332697263898
29115,6027.511232963272
29971,5853.537263664317
30827,5853.537263664317
31683,5853.537263664317
32539,5846.934491269064
33395,4308.526819519713
34251,5936.332697263898
35107,7960.192512819812
35963,7892.121016610075
36819,7885.874593792215
37675,7989.919599183529
38531,9561.959440350509
39387,4342.37808015131
40243,5948.9375798139445
12,7888.6020956272005
868,7902.532308986732
1724,8080.707575091018
2580,9542.133825613542
3436,4146.037612578299
4292,6019.824810617322
5148,6034.481147960358
6004,6034.481147960358
6860,6034.481147960358
7716,6034.481147960358
8572,6034.481147960358
9428,4328.711400093995
10284,6019.824810617322
11140,7941.615578068041
11996,7941.615578068041
12852,7955.639406127918
13708,8080.707575091018
14564,9674.842294860782
15420,5056.931167906808
16276,6019.824810617322
17132,6034.481147960358
17988,6034.481147960358
18844,6034.481147960358
19700,6034.481147960358
20556,6034.481147960358
21412,5164.4648686553965
22268,6019.824810617322
23124,7941.615578068041
23980,7941.615578068041
24836,7955.639406127918
25692,8080.707575091018
26548,9674.842294860782
27404,5507.255604909651
28260,6019.824810617322
29116,6034.481147960358
29972,6034.481147960358
30828,6034.481147960358
31684,6034.481147960358
32540,6034.481147960358
33396,5982.251560539092
34252,6019.824810617322
35108,7941.615578068041
35964,7941.615578068041
36820,7955.639406127918
37676,8080.707575091018
38532,9684.030143099557
39388,6040.340625088231
40244,6019.824810617322
13,7748.684337666003
869,7729.220806179053
1725,8207.007923407711
2581,9309.086715808979
3437,4123.375575646162
4293,4308.966223695723
5149,6154.8263893452695
6005,5781.98494045229
6861,5829.486768674664
7717,5875.495587010819
8573,5968.681633466031
9429,4264.689228589893
10285,4308.966223695723
11141,7751.701434931382
11997,7753.694992237616
12853,7729.220806179053
13709,8187.170448767816
14565,9474.246487903474
15421,4806.713070064197
16277,4279.072630695487
17133,6291.10265676156
17989,5817.746275886003
18845,5858.157089692148
19701,5904.29028060579
20557,5997.933014265545
21413,4889.008302434215
22269,4278.223434325282
23125,7752.816435131448
23981,7754.810279189798
24837,7739.737855665455
25693,8202.20988633831
26549,9693.438102833863
27405,5129.0788845784
28261,4284.89061618331
29117,6284.979140064398
29973,5817.746275886003
30829,5858.157089692148
31685,5757.096503056174
32541,5949.062392373064
33397,5484.388453033918
34253,4284.89061618331
35109,7710.344280049243
35965,7715.95064131769
36821,7689.144343539461
37677,8108.575751868719
38533,9923.91850127469
39389,5504.04576669593
40245,4284.89061618331
14,9054.669466247631
870,9044.07579965674
1726,9304.552830003817
2582,10328.159226128959
3438,6159.985485240955
4294,6159.985485240955
5150,7362.26189417471
6006,8037.942655890814
6862,7949.812393168894
7718,7998.245898671801
8574,8139.955462181967
9430,6159.691459116324
10286,6159.691459116324
11142,8710.904315049878
11998,9191.535504483229
12854,9165.132848935526
13710,9365.983215731438
14566,10328.159226128959
15422,6159.691459116324
16278,6159.691459116324
17134,7362.26189417471
17990,8037.942655890814
18846,7949.812393168894
19702,7998.245898671801
20558,8139.955462181967
21414,6159.691459116324
22270,6159.691459116324
23126,8715.391237079088
23982,9191.535504483229
24838,9165.132848935526
25694,9365.983215731438
26550,10328.159226128959
27406,6159.691459116324
28262,6159.691459116324
29118,7362.26189417471
29974,8037.942655890814
30830,7949.812393168894
31686,7998.245898671801
32542,8139.955462181967
33398,6159.691459116324
34254,6159.691459116324
35110,8715.391237079088
35966,9191.535504483229
36822,9165.132848935526
37678,9365.983215731438
38534,10328.159226128959
39390,6167.448223794147
40246,6167.448223794147
15,6204.458688449137
871,6112.9540959221595
1727,7302.5158249820515
2583,8992.627531896049
3439,4044.7373996106494
4295,5759.550777147168
5151,4471.870349911533
6007,3868.062845438763
6863,3855.926838631052
7719,3868.7306901875954
8575,4016.29817988674
9431,4155.243770281214
10287,5759.550777147168
11143,6634.814537521183
11999,6337.015492725085
12855,6247.692142891549
13711,7549.731416659407
14567,8929.651132797551
15423,4363.768263198273
16279,5759.550777147168
17135,4471.870349911533
17991,3870.2636757398946
18847,3858.120763850083
19703,3877.1085854788657
20559,4013.495847868084
21415,4358.903787224005
22271,5759.550777147168
23127,6606.7279532308985
23983,6340.641889773399
24839,6258.203668071299
25695,7548.590045105962
26551,8947.62121703172
27407,4454.780711631841
28263,5758.767061556412
29119,4479.26818987873
29975,3904.3619470066574
30831,3895.1489998445027
31687,3913.8182843514896
32543,4042.912098849065
33399,4503.343562576542
34255,5775.792035266476
35111,6606.7279532308985
35967,6352.082367829098
36823,6269.495402090857
37679,7550.189425523407
38535,9080.086373581717
39391,4523.73238073987
40247,5775.792035266476
16,5249.394194228129
872,5246.061451764195
1728,5407.20239566863
2584,6739.482882587553
3440,3411.4330140915517
4296,3411.4330140915517
5152,4136.571592148208
6008,4019.6689112936597
6864,4019.6689112936597
7720,4019.6689112936597
8576,4024.9614501327674
9432,3408.95499817308
10288,3408.95499817308
11144,5375.864804576008
12000,5282.102800924911
12856,5282.102800924911
13712,5415.696558791243
14568,6805.836429568731
15424,3408.95499817308
16280,3408.95499817308
17136,4141.90911810918
17992,4019.6689112936597
18848,4019.6689112936597
19704,4019.6689112936597
20560,4024.9614501327674
21416,3405.863048121881
22272,3405.863048121881
23128,5375.864804576008
23984,5281.004689863694
24840,5281.004689863694
25696,5409.4436545625995
26552,6805.836429568731
27408,3405.863048121881
28264,3405.863048121881
29120,4141.90911810918
29976,4019.6689112936597
30832,4019.6689112936597
31688,4019.6689112936597
32544,4024.9614501327674
33400,3432.054310497948
34256,3432.054310497948
35112,5375.864804576008
35968,5281.004689863694
36824,5281.004689863694
37680,5409.4436545625995
38536,6819.54658456634
39392,3438.7023344812715
40248,3438.7023344812715
17,6313.388805639669
873,6320.862826134218
1729,6910.016826068356
2585,8936.373898615106
3441,4336.771547887749
4297,4336.771547887749
5153,5303.672969358027
6009,4890.177744485516
6865,4895.597212618609
7721,4882.990133727056
8577,4966.048333212626
9433,4336.67357914749
10289,4336.67357914749
11145,6310.068421108263
12001,6296.749597806897
12857,6345.042698688132
13713,6942.474138597333
14569,8826.318182174817
15425,4355.557532156233
16281,4355.557532156233
17137,5276.313610454638
17993,4848.565364075553
18849,4853.9387158952195
19705,4868.9474227264
20561,4947.624310080156
21417,4329.143072155235
22273,4329.143072155235
23129,6264.768033928697
23985,6251.544827316734
24841,6294.116939390027
25697,6949.925519638534
26553,8949.455871718435
27409,4316.618604091227
28265,4316.618604091227
29121,5276.313610454638
29977,4866.20625720192
30833,4873.42315661259
31689,4888.492110652402
32545,4967.484818876011
33401,4324.901046817097
34257,4324.901046817097
35113,6274.61878122863
35969,6265.171432886951
36825,6309.985856033569
37681,7034.052355504752
38537,8944.85871034265
39393,4327.376355243371
40249,4327.376355243371
18,11021.013283120565
874,11134.972145813932
1730,11709.811693405605
2586,14429.885553129587
3442,3939.861519137708
4298,6995.953082463755
5154,7275.512280104306
6010,7158.367158060792
6866,7184.784010001662
7722,7189.152751982527
8578,7183.6641412425015
9434,4066.3336190464006
10290,6995.953082463755
11146,11143.449423117298
12002,11059.319324560289
12858,11173.674277232372
13714,11731.012333212513
14570,14520.065297514664
15426,4329.793146965468
16282,6995.953082463755
17138,7291.07944193305
17994,7158.367158060792
18850,7184.784010001662
19706,7189.152751982527
20562,7183.6641412425015
21418,4318.43195484312
22274,6985.382900693397
23130,11193.716793407093
23986,11087.740948458466
24842,11219.201625862455
25698,11735.84568778157
26554,14520.065297514664
27410,4435.68856809216
28266,6990.699342367575
29122,7291.07944193305
29978,7165.516860362351
30834,7191.960097178842
31690,7216.674858413849
32546,7225.72505243855
33402,4502.128663906222
34258,6990.699342367575
35114,11193.02725176855
35970,11104.985996051555
36826,11214.644183255807
37682,11924.111403779214
38538,14360.497090824323
39394,4527.886750882422
40250,6990.699342367575
19,10923.306684152316
875,10949.588658431374
1731,12783.203381643478
2587,12929.058412223123
3443,8197.565396708505
4299,8197.565396708505
5155,9365.874670061658
6011,9010.574730786931
6867,8985.70627975455
7723,9051.72139506048
8579,10634.777554518028
9435,8221.2637227223
10291,8221.2637227223
11147,10889.470125599893
12003,11030.30825280328
12859,11032.004463886491
13715,12775.58651177295
14571,12952.718909181445
15427,8242.971822579797
16283,8242.971822579797
17139,9397.741249244915
17995,9001.101105849359
18851,8976.258801248812
19707,9042.2045089463
20563,10616.533218070703
21419,7982.612882638724
22275,7982.612882638724
23131,10692.422425180761
23987,10813.908483296947
24843,10852.901034169183
25699,12756.362943499633
26555,12952.718909181445
27411,8012.74634264453
28267,8012.74634264453
29123,9396.668769059213
29979,9000.073890656953
30835,8975.234421086521
31691,9018.342620785623
32547,10755.6832750917
33403,7999.739068472403
34259,7999.739068472403
35115,10485.939990575856
35971,10678.817814503038
36827,10707.04801143429
37683,12653.359784878796
38539,12690.925959439734
39395,7999.739068472403
40251,7999.739068472403
20,10638.095562305933
876,10762.571067283092
1732,13127.883321775927
2588,13643.866114444936
3444,6607.696555617603
4300,6607.696555617603
5156,6751.206259379352
6012,6900.717792640833
6868,7076.388646779556
7724,7209.640274936186
8580,7508.849313334525
9436,6587.097909567886
10292,6587.097909567886
11148,10359.304620215473
12004,10646.902511313638
12860,10771.481065696438
13716,13127.883321775927
14572,13406.799797539255
15428,6633.507436723588
16284,6633.507436723588
17140,6852.5641890234
17996,7001.046752594595
18852,7130.692187685919
19708,7255.301142904011
20564,7497.561264186604
21420,6611.799954020068
22276,6611.799954020068
23132,10369.749310504834
23988,10648.490374031442
24844,10773.087507868853
25700,13074.546812872299
26556,13216.694463906351
27412,6552.98189904645
28268,6552.98189904645
29124,6772.128575286055
29980,6922.571484754381
30836,7075.502505141797
31692,7324.905001194448
32548,7588.766295027455
33404,6486.074519066902
34260,6486.074519066902
35116,10245.697006362483
35972,10553.832594004694
36828,10716.44996030316
37684,13363.49278314502
38540,12928.927728124023
39396,6488.075525555952
40252,6488.075525555952
21,7869.735784402535
877,7905.277557172665
1733,8372.280803328407
2589,10657.886270504843
3445,4139.008419502106
4301,6958.624337856557
5157,6851.1461553067165
6013,6546.89474249805
6869,6547.9854614163
7725,6627.02113635043
8581,6736.721737268583
9437,4323.727297375962
10293,6958.624337856557
11149,7879.8405209771345
12005,7879.8405209771345
12861,7915.427929364659
13717,8372.280803328407
14573,10844.005142344608
15429,5031.610078380481
16285,6958.624337856557
17141,6851.1461553067165
17997,6546.89474249805
18853,6547.9854614163
19709,6627.02113635043
20565,6736.721737268583
21421,5138.605335876959
22277,6948.9227920004005
23133,7874.266788694486
23989,7874.266788694486
24845,7909.829024657953
25701,8372.280803328407
26557,10844.005142344608
27413,5476.1221230101355
28269,6918.23926919565
29125,6811.38484697127
29981,6546.89474249805
30837,6547.9854614163
31693,6666.442718114591
32549,6776.795885415077
33405,5948.432843188774
34261,6915.118021643475
35117,7898.136119759667
35973,7898.136119759667
36829,7933.806155827754
37685,8351.684159389388
38541,10844.005142344608
39397,6006.193520067276
40253,6910.4848493171285
22,4979.296353419085
878,4708.703470813842
1734,5493.861791114164
2590,5674.650002163471
3446,3151.0354984167348
4302,3151.0354984167348
5158,3285.3533507419766
6014,3500.724691642713
6870,3440.809213601287
7726,3530.596163328583
8582,3496.2312365371963
9438,3151.0354984167348
10294,3151.0354984167348
11150,4186.8974419197175
12006,4979.296353419085
12862,4708.703470813842
13718,5493.861791114164
14574,5666.149306662616
15430,3151.0354984167348
16286,3151.0354984167348
17142,3285.3533507419766
17998,3500.724691642713
18854,3440.809213601287
19710,3530.596163328583
20566,3496.2312365371963
21422,3151.0354984167348
22278,3151.0354984167348
23134,4186.8974419197175
23990,4974.886255239209
24846,4713.247568491995
25702,5493.861791114164
26558,5666.149306662616
27414,3151.0354984167348
28270,3151.0354984167348
29126,3285.3533507419766
29982,3500.724691642713
30838,3440.809213601287
31694,3559.4985896492085
32550,3524.678081485084
33406,3148.164205406993
34262,3148.164205406993
35118,4224.353448576896
35974,4988.175850611552
36830,4702.102826599064
37686,5500.5961361661075
38542,5661.026151708306
39398,3148.164205406993
40254,3148.164205406993
23,7722.136272390818
879,7722.136272390818
1735,7888.161722105811
2591,9241.042641949154
3447,3492.6019234945866
4303,5796.830545983448
5159,5793.846773563747
6015,5793.846773563747
6871,5793.846773563747
7727,5793.846773563747
8583,5793.846773563747
9439,3623.1709727896923
10295,5796.830545983448
11151,7737.7652941998585
12007,7737.7652941998585
12863,7737.7652941998585
13719,7888.161722105811
14575,9431.777692683807
15431,3858.6603112151965
16287,5796.830545983448
17143,5793.846773563747
17999,5793.846773563747
18855,5793.846773563747
19711,5793.846773563747
20567,5793.846773563747
21423,3847.4659455908013
22279,5796.830545983448
23135,7753.566203634531
23991,7753.566203634531
24847,7753.566203634531
25703,7888.161722105811
26559,9431.777692683807
27415,3998.863190182971
28271,5796.830545983448
29127,5793.846773563747
29983,5793.846773563747
30839,5793.846773563747
31695,5793.846773563747
32551,5793.846773563747
33407,4045.4226785773094
34263,5796.830545983448
35119,7753.566203634531
35975,7753.566203634531
36831,7753.566203634531
37687,7888.161722105811
38543,9431.777692683807
39399,4071.1760776184547
40255,5796.830545983448
24,5063.692663491664
880,5114.336165518034
1736,5386.049319091607
2592,6210.314112897969
3448,2370.861041364572
4304,2370.861041364572
5160,3527.52351877049
6016,3532.8036962513465
6872,3532.8036962513465
7728,3535.04047726088
8584,3610.0634648081623
9440,2370.861041364572
10296,2370.861041364572
11152,5079.53821124649
12008,5076.242937598812
12864,5127.962499590801
13720,5304.463166672351
14576,6205.578675910276
15432,2370.861041364572
16288,2370.861041364572
17144,3527.52351877049
18000,3532.8036962513465
18856,3532.8036962513465
19712,3535.04047726088
20568,3594.9367799301517
21424,2370.861041364572
22280,2370.861041364572
23136,5238.684632842424
23992,5228.099325158123
24848,5279.720377370018
25704,5387.08218735292
26560,6208.607578858067
27416,2401.4431597416183
28272,2401.4431597416183
29128,3534.3407034783445
29984,3539.631085269671
30840,3539.631085269671
31696,3541.8721890141805
32552,3601.884245457011
33408,2408.3916014267243
34264,2408.3916014267243
35120,5256.663567351691
35976,5248.25064811317
36832,5304.097146479905
37688,5447.382093005986
38544,6208.607578858067
39400,2415.621121254215
40256,2415.621121254215
25,8299.998988050524
881,8308.001374250436
1737,9002.254330845943
2593,10965.857207957031
3449,3668.530491682353
4305,7694.8356228361445
5161,7502.463662290253
6017,7153.441014769937
6873,7158.399562604797
7729,7193.11600974824
8585,7404.5875789166685
9441,3776.538870218551
10297,7694.8356228361445
11153,8326.465748691313
12009,8310.656182350494
12865,8318.66884361003
13721,9002.254330845943
14577,10725.674034127145
15433,5198.826020539269
16289,7690.059535848152
17145,7503.008584566234
18001,7137.903074220106
18857,7142.850851626957
19713,7185.21620261037
20569,7386.900883186442
21425,5213.682721735797
22281,7682.468316670257
23137,8312.21827108244
23993,8296.435756608435
24849,8304.434707343562
25705,8964.50835928461
26561,10733.708383396057
27417,5550.479529349923
28273,7682.468316670257
29129,7501.901550353899
29985,7137.903074220106
30841,7142.850851626957
31697,7188.556096907238
32553,7377.532225876435
33409,5693.574430567543
34265,7682.468316670257
35121,8314.187749621302
35977,8301.211125166774
36833,8297.588924181679
37689,8960.408347833283
38545,10703.271404314688
39401,5706.066831902809
40257,7687.306478686352
26,11530.179652883464
882,11528.893739611052
1738,12171.548933075079
2594,17121.22515089275
3450,8068.410752561314
4306,8068.410752561314
5162,8232.013609465559
6018,8001.457397987246
6874,8027.950422519551
7730,8024.2485186252015
8586,8060.068077220003
9442,8068.410752561314
10298,8068.410752561314
11154,11573.730524137125
12010,11530.179652883464
12866,11528.893739611052
13722,12171.548933075079
14578,17117.93171338459
15434,8068.410752561314
16290,8068.410752561314
17146,8232.013609465559
18002,8001.457397987246
18858,8027.950422519551
19714,8024.2485186252015
20570,8060.068077220003
21426,8068.410752561314
22282,8068.410752561314
23138,11573.730524137125
23994,11530.179652883464
24850,11528.893739611052
25706,12171.548933075079
26562,17117.93171338459
27418,8068.410752561314
28274,8068.410752561314
29130,8232.013609465559
29986,8001.457397987246
30842,8027.950422519551
31698,8031.243965044454
32554,8063.874676102399
33410,8068.410752561314
34266,8068.410752561314
35122,11576.010832079783
35978,11532.45138023945
36834,11525.60401240984
37690,12237.207566657002
38546,17062.037841031863
39402,8068.410752561314
40258,8068.410752561314
27,11180.869797167556
883,11206.881070855792
1739,11178.870734098831
2595,11268.981234720808
3451,7364.8550341316995
4307,10128.86268096041
5163,9001.050185436015
6019,9249.595874316721
6875,9287.93576748702
7731,9289.716680674253
8587,9891.992680282865
9443,7404.011880408867
10299,10128.86268096041
